id,score
3,-0.0019718330591279587
4,0.0010721636104731314
5,-0.0005977028853825228
6,-0.00164681290963975
7,0.0019321210025343705
9,0.004947624392332206
10,0.0013142882159187241
11,-0.0007948539591644543
12,0.002728739506605238
13,-0.0027121409947723496
14,-0.00021523416091562275
17,0.0013788927130518047
18,0.0026275416541767793
19,0.001688828883773974
20,0.0019527276552049333
22,0.001997609375914644
24,-0.0008714994790753883
25,0.0037497223561608894
30,0.0002462771033974187
31,0.0007243939198977589
32,0.0010411891769829262
34,0.002628464481950532
35,-8.211564975602048e-05
37,0.0026761432284393427
38,0.002231459924588397
39,0.0040785794837618905
42,0.005391474565155097
46,0.002493116473816448
48,0.003240000291002576
49,-0.0038378887949581664
50,0.000590930960493341
52,-0.00043574684410463416
53,-0.0007681400699622865
54,0.001630913103483289
55,-0.0005511385180596573
56,0.003034865418402033
57,0.0018566720621473465
58,0.0035378950697255718
59,9.646278128849772e-05
61,-6.620439807658585e-05
62,0.0004611385696987602
64,0.004533454395334813
65,0.0011727473310326753
66,0.0006638405160919181
67,0.0018510651886302076
68,-0.0011100091405324974
72,0.0031390186859553415
75,0.0008043656293477142
76,-0.002251480896854674
78,0.005875302400846216
80,0.003038809862419667
81,-0.0005844723456851497
83,0.003374565785662753
84,0.0046552452522042875
85,-0.0004198005444718822
86,0.00034166628473086824
88,0.0014826055899492818
91,-0.0031072589462924904
92,0.00411396268618669
94,0.0002424176527431321
95,0.0030548234840478417
96,0.0015566212307510652
97,0.003017420781947
102,-0.0003624399407634593
103,0.0014076492149539543
105,0.0005637419284262313
106,0.0019807732292058677
108,0.002823812241719459
109,0.0029444746498257235
110,0.0024041894757046434
116,0.0002857753832433696
117,-0.00313361146507507
118,-0.00351848243295938
120,-0.0025515331524067486
121,-0.00559271892663793
122,-0.0013749421791480199
123,-0.0014364366429284736
126,-0.005959667255159173
134,0.0014332696819753243
136,-0.0031691351424123493
137,-0.002239732639872316
138,-0.0020630479676471136
139,-0.0012548418973037379
140,0.0007956274595799506
142,-0.001983508391504296
143,-0.003145763050878214
149,-0.003614765207052617
150,-0.0010350077822079973
152,0.002143765143479248
153,-0.0004443062709160728
154,3.404338781320959e-05
155,0.001624493794669779
160,0.0011510110998630418
161,0.002339958393925534
162,0.0002397062630012936
163,0.00010548493289064265
164,-0.0015055226030737945
165,-0.0018109132410866202
166,-0.001978012970671239
167,-0.002658914816657587
168,-0.0037988513684101832
170,0.0026297361322988877
175,-0.0015964175196643282
176,-0.0011604571027911126
178,-0.0022763764397180086
180,-5.852149278928742e-05
182,-0.0026569614111968676
184,0.0021047660059512197
185,-0.0007023803125376649
187,-0.005392664539766612
188,-0.001919330555046228
192,-0.0010890493109341204
195,0.00023182380093500488
196,-0.004747631018395482
197,-0.0006116953652931523
198,0.0024820500483373475
199,-0.0019940285829106452
201,-0.0011021516830082012
204,-0.003099980096497923
205,-0.001712214399513412
206,0.00029312920909041473
207,0.001697376491398117
208,-0.003971256970362269
210,0.0038690004258565835
211,-0.0024671956642553505
212,0.000704874653607801
215,-0.001980768307095815
216,-0.00051689229161056
217,-0.002255375089324052
219,6.963129597448159e-05
221,0.006179426190762838
222,0.0013515832966328745
224,0.0007307551392049527
225,0.002225008712255172
226,-0.0005967384088413352
227,0.00017714329982188026
228,-0.0005280180981089844
229,0.002260500290500511
237,-0.0008956829565534008
238,0.00010875277527910843
241,-0.0008403815281645688
243,0.002812879902258536
244,0.0008670202135382388
247,0.0024152474613812203
251,0.001633164511326557
256,-0.0013211762371614366
257,0.0010369393978585384
258,-0.0008297907669326809
259,-0.003815777291870881
264,0.0029343442086897653
266,-0.002628493276402244
269,-0.0005603193103452808
270,-0.0001408484881015859
271,0.00014091254538883824
272,-0.0006601015173990366
274,0.0016472119061248236
275,0.0019019319635583676
277,0.0024193377578881625
279,0.0010705310394613088
280,0.001352985864177647
281,-0.0005360755930382544
282,0.0017753973215125507
289,-0.0013991011523026842
291,0.0009860101741475669
293,-0.0003369192034556878
296,9.802956689675124e-05
301,-0.0006253346988792652
302,-0.0012520880609196983
304,-0.0021032070972486494
305,0.002891453443812919
307,-0.0005250713039463006
308,0.0008704000104439169
311,-0.0026844615239045577
313,-8.25958942465288e-05
314,0.0003315956243316043
321,-0.006087940076653919
322,-0.00027019348864121273
323,0.001214723967959186
324,0.0018723370158534314
328,-0.0015851445819955456
329,-0.001703001758921241
330,-5.5509627163052855e-05
331,-0.0025424787365720958
337,-0.004527283122816472
339,-0.003745320605851532
341,-0.0032651660778754144
344,-0.0026272622382040867
346,-0.0019165776685465818
347,-0.0009763832891769297
351,-0.0015488943738943828
353,-0.0018375511042370007
354,-0.0013012083816418274
355,-0.0018513800277855097
356,-0.0031695604874132366
357,-0.0031773107884800478
360,1.3401210261942964e-05
363,0.002187546400611806
364,-0.004113572496692752
365,7.440556021942601e-05
366,-0.00038104393789861746
367,0.003081124127915502
368,-0.00208815444558208
373,-0.0014249690522827319
377,0.0011658165828808409
378,0.00547521329789058
382,-0.001326148093803492
384,-0.0021348720470779625
386,0.0035485510663478825
388,-0.0016959469092372448
389,-0.0024075749188108286
390,0.0004632583983432692
391,-0.0016966217386655824
393,-3.7420859676839946e-05
394,0.0003884354822435432
397,0.005482445506568623
400,-0.00036785621933643764
401,0.001974350349887244
404,-0.002772648043495418
406,0.003057530489085414
407,-0.004808802311933591
409,-0.001637411321137483
411,0.0022138616002744804
412,0.003800638852216931
416,-0.00020471986458403535
417,0.0020760755415072385
420,-0.0012333799604740125
421,-0.0002319570312359076
422,-0.00407954295167956
423,0.00021493817973372575
426,-0.0014175730474186299
427,0.003223209461093446
428,0.0015347340689446654
430,-0.0006406288821020345
432,-0.0019111409969893023
433,-0.0008043748110602156
434,-0.0017138943713554955
435,0.001500445982130394
436,-0.001974741387172463
439,-0.0015687467170260039
441,-0.001038143692688176
443,-0.0004547239815660964
444,-0.002884692428421376
446,-0.002629885808123511
448,0.002761229518665309
449,0.0021527870285689144
454,-0.00027162443878636644
455,0.0005014202608037976
456,-0.00013304231691779744
457,-0.00010358135404242574
459,-0.0010008770144404044
460,0.0005786468605201156
461,0.0013670523771356358
462,-0.0026920304771383963
463,-0.002223800961303035
466,0.0025589892202018127
468,-0.002030953022108095
469,-0.0006025083456032698
471,-0.005151505913055354
472,-0.0006354358128352056
473,0.0014151893279256145
475,0.001659018623084152
480,0.005094274941806254
482,-0.00022136789811777469
483,-0.007154188780485904
486,-0.0024235272071816416
487,-0.0005291468224895013
488,-0.0013434371100611298
490,-0.0030187128474710168
491,-0.00014041048335022843
492,0.0014762634217945214
494,0.0002775391257265891
497,-0.002008198565896513
498,-0.00243602873937121
500,0.0007799289373922047
501,0.0005097951425460101
504,-0.0006324755953782679
505,-0.0026784154817646177
506,-0.002683651849555102
509,-0.0009377572620516972
510,-0.0005684292581029649
513,-0.0013724849176560694
514,0.004742457536642486
515,0.004182417693958329
516,0.003463708529272358
521,0.0009260564820696704
524,-0.0002759710295127116
526,-0.005240694348735864
527,0.0038542315101235403
529,0.0029140119376329654
533,0.0004385993597287863
534,-0.0009970260427457633
535,0.0026071251843617915
536,0.003258433997788357
537,-0.0012270895254216097
539,0.0008848642829668574
540,0.0004800499062326269
541,-0.0010801911028693878
544,0.004769313187210633
548,0.004651238827723447
549,0.0008956226091955122
550,0.0018673222185443539
556,0.00567204843694924
557,-0.0028592918266791
559,0.002293890655858055
560,0.0032048629142577
561,0.004914440969136513
563,0.0002371333945780929
565,0.002234156208732463
566,0.001285334240421876
567,0.00033062894114044283
569,-0.0013613069949889312
570,-5.765378293776102e-05
573,-0.0015236361677055665
574,-0.0008155931376697678
575,-0.0013038259154163345
576,0.00019676970915094572
577,0.002488871679356519
578,-0.0017104692779185138
580,0.004143912048566234
583,0.0057618756656824255
584,0.00026508596357666114
586,0.004604436258982991
587,0.00512179538761337
588,0.0023477572713151984
592,0.004373414490465799
593,0.0021056104654082475
595,0.003148483195795526
597,0.0033203682514081345
598,0.004047112077787185
605,0.00346007189414943
606,0.003376309001731692
607,-0.0011126269852377302
609,-0.0009108672693877162
616,0.00011077802224224165
617,0.0020301200550452148
618,0.0016600219245670456
619,0.004484917597117777
620,0.0001928032082521014
622,0.0010667847334018266
624,0.005104884455647829
625,-0.0008081793285054095
627,0.0010202182956848826
628,0.0011995271013741649
630,0.0015934061627576046
631,0.0035843153111864146
632,-0.0009409452547540775
635,-0.004043314141511156
638,-0.004239124217527812
639,-0.002261728972058563
642,0.0009626557391720914
643,-0.0005210816628767878
645,-0.0005429340113666248
646,-0.0014380213735912806
647,0.0008058965534043505
652,-0.0022358035536119703
653,0.0016072469423979996
655,-0.0009097645007827282
656,-0.0031351247493141
660,-0.0006617845196554839
661,0.0020828841260457365
662,-0.0014357106358320326
664,0.0022223445380662454
666,0.00013252553789344645
667,6.826357037126307e-05
669,0.0016639805094178506
670,-0.001003079877465951
673,0.001757818657057597
674,-0.005133433642069751
678,-0.0004026180201082141
680,-0.00024396581898733505
682,0.0010530390501133358
685,-0.0047532054884985575
686,-0.0006923709432390401
687,-0.0051285809162775475
688,0.00357799911452239
689,-0.0004025406042940105
691,-0.0018351766873619946
693,0.00017619458861539705
694,-0.0012259653272221893
695,-0.0022405306930979307
698,-0.0020453563173654654
699,0.001656957916975843
700,0.002344051351779064
701,-0.003308050667898188
705,-0.002873306273807108
706,-0.0005413542981133057
707,-0.0018208536662429609
708,0.0008271154810476355
709,0.0027620614464292093
714,-0.000984939411053487
716,0.0001816039413011783
719,-0.001180473996725162
722,-0.0014088546876018793
723,-0.001228463073082886
724,-0.002320165815379971
728,0.0009195633846458273
729,-0.0002553346599135642
730,-0.003466441205919102
732,0.000891393414338082
735,-0.001064649911340032
738,-0.0011731297680040997
740,-0.0020978571816369085
743,-0.003099471768050366
744,0.0023241989519151574
746,0.0018715877156204597
747,-0.001839961257152245
749,-3.1148779774392565e-05
750,-0.00031643484891863416
751,0.00040578429664483995
753,-0.004533838368047993
754,0.0008473855039297096
755,-0.0013732798615175845
756,-0.001542139669977849
757,-0.0050020957411973654
758,0.0007624768321206066
760,-0.0010233958028635914
761,-0.001163960858451829
762,-0.0010460911821983387
763,0.0009246851612478846
764,0.0013501431424899346
765,-0.0017553780581238687
767,-0.00011200242049924647
770,-0.00045942357593597993
775,0.0017279543901134176
776,-0.005103853107992551
779,-0.0013172575806548181
781,-0.0009970856024048569
782,-0.004091619210303987
783,-0.0005158814564474312
784,-0.0001309230080529522
786,-0.002598633025873598
787,-0.0008913482300332287
789,0.0024377285401755433
792,-0.0014487300142472792
795,-0.005056150754085831
796,-0.0026046978762286344
797,-0.0003569996504326767
798,-0.0002186614797318187
800,0.0014300171605177159
802,0.0003510650087237277
803,-0.0004624268197565007
804,-0.0005585920655807319
805,0.0004845658190234525
807,0.00319881278428491
808,0.0010448996812615352
809,0.0003137087920823678
810,0.000448873693823737
811,-0.003940662415378382
812,-0.003022093606475762
813,-0.0006875904924931175
816,-0.0027111939433668297
818,-0.0007861702124725145
820,0.0013350290048763647
822,-0.002616424910756421
826,-0.002213567056934984
829,-0.002586428002776864
830,-0.001836815033971373
831,-0.001949994318369841
